familia,especie_ou_subespecie_variedade,categoria,lista_2014
Acanthaceae,Aphelandra espirito-santensis,EN,1
Acanthaceae,Aphelandra margaritae,VU,1
Acanthaceae,Aphelandra maximiliana,EN,1
Acanthaceae,Aphelandra rigida,EN,0
Acanthaceae,Aphelandra stephanophysa,VU,0
Acanthaceae,Dyschoriste lavandulacea,EN,1
Acanthaceae,Dyschoriste smithii,CR,1
Acanthaceae,Justicia clausseniana,EN,1
Acanthaceae,Justicia genuflexa,VU,1
Acanthaceae,Justicia meyeniana,EN,0
Acanthaceae,Justicia nervata,EN,0
Acanthaceae,Justicia polita,EN,1
Acanthaceae,Justicia ramulosa,VU,1
Acanthaceae,Justicia tijucensis,VU,1
Acanthaceae,Odontonema dissitiflorum,EN,1
Acanthaceae,Pachystachys dubiosa,EN,1
Acanthaceae,Schaueria paranaensis,EN,1
Acanthaceae,Staurogyne brachiata,EN,1
Acanthaceae,Staurogyne elegans,VU,1
Acanthaceae,Staurogyne euryphylla,EN,0
Acanthaceae,Staurogyne itatiaiae,EN,1
Acanthaceae,Staurogyne vauthieriana,EN,1
Acanthaceae,Staurogyne veronicifolia,EN,1
Acanthaceae,Staurogyne warmingiana,EN,1
Acanthaceae,Stenandrium hatschbachii,EN,1
Acanthaceae,Stenandrium stenophyllum,EN,1
Achariaceae,Kuhlmanniodendron macrocarpum,EN,0
Alismataceae,Sagittaria lancifolia,VU,1
Alstroemeriaceae,Alstroemeria amabilis,EN,1
Alstroemeriaceae,Alstroemeria brasiliensis,EN,1
Alstroemeriaceae,Alstroemeria capixaba,CR,1
Alstroemeriaceae,Alstroemeria caryophyllaea,EN,1
Alstroemeriaceae,Alstroemeria malmeana,CR,1
Alstroemeriaceae,Alstroemeria orchidioides,EN,1
Alstroemeriaceae,Alstroemeria penduliflora,EN,1
Amaranthaceae,Alternanthera hirtula,VU,1
Amaranthaceae,Alternanthera januarensis,EN,1
Amaranthaceae,Amaranthus rosengurtii,EN,1
Amaranthaceae,Froelichiella grisea,EN,1
Amaranthaceae,Gomphrena centrota,EN,1
Amaranthaceae,Gomphrena hatschbachiana,EN,1
Amaranthaceae,Gomphrena nigricans,CR,1
Amaranthaceae,Gomphrena paranensis,VU,1
Amaranthaceae,Gomphrena pulchella,EN,1
Amaranthaceae,Gomphrena regeliana,VU,1
Amaranthaceae,Pfaffia argyrea,EN,1
Amaranthaceae,Pfaffia minarum,VU,1
Amaranthaceae,Quaternella glabratoides,EN,1
Amaryllidaceae,Griffinia aracensis,CR,1
Amaryllidaceae,Griffinia colatinensis,CR,1
Amaryllidaceae,Griffinia espiritensis,EN,1
Amaryllidaceae,Griffinia gardneriana,EN,1
Amaryllidaceae,Griffinia hyacinthina,EN,1
Amaryllidaceae,Griffinia intermedia,EN,0
Amaryllidaceae,Griffinia liboniana,EN,1
Amaryllidaceae,Griffinia nocturna,CR,1
Amaryllidaceae,Griffinia parviflora,CR,1
Amaryllidaceae,Griffinia paubrasilica,CR,1
Amaryllidaceae,Hippeastrum angustifolium,VU,1
Amaryllidaceae,Hippeastrum brasilianum,EN,1
Amaryllidaceae,Hippeastrum breviflorum,EN,1
Amaryllidaceae,Hippeastrum leucobasis,CR,1
Amaryllidaceae,Hippeastrum morelianum,VU,1
Amaryllidaceae,Hippeastrum,CR,1
Amaryllidaceae,Hippeastrum psittacinum,EN,1
Amaryllidaceae,Hippeastrum,EN,1
Amaryllidaceae,Hippeastrum santacatarina,EN,1
Amaryllidaceae,Hippeastrum striatum,EN,1
Amaryllidaceae,Hippeastrum vittatum,EN,1
Amaryllidaceae,Worsleya procera,EN,1
Amaryllidaceae,Zephyranthes blumenavia,EN,1
Amaryllidaceae,Zephyranthes candida,EN,1
Amaryllidaceae,Zephyranthes capivarina,VU,1
Amaryllidaceae,Zephyranthes coerulea,VU,1
Amaryllidaceae,Zephyranthes irwiniana,VU,1
Amaryllidaceae,Zephyranthes paranaensis,EN,1
Anacardiaceae,Astronium balansae,EN,1
Anacardiaceae,Astronium glaziovii,EN,0
Anacardiaceae,Astronium pumilum,VU,0
Anacardiaceae,Campnosperma gummiferum,EN,0
Anacardiaceae,Schinopsis balansae,EN,1
Anacardiaceae,Schinus ramboi,EN,0
Anacardiaceae,Spondias admirabilis,EN,0
Anacardiaceae,Spondias bahiensis,EN,0
Anacardiaceae,Thyrsodium bolivianum,EN,0
Anemiaceae,Anemia blechnoides,VU,1
Anemiaceae,Anemia dentata,VU,1
Anemiaceae,Anemia gardneri,VU,1
Anemiaceae,Anemia trichorhiza,VU,1
Anisophylleaceae,Anisophyllea manausensis,VU,0
Annonaceae,Annona angustifolia,EN,0
Annonaceae,Annona ferruginea,CR,0
Annonaceae,Annona gardneri,EN,0
Annonaceae,Annona parviflora,VU,1
Annonaceae,Bocagea viridis,VU,0
Annonaceae,Cymbopetalum euneurum,EN,0
Annonaceae,Duguetia bahiensis,VU,0
Annonaceae,Duguetia duckei,EN,0
Annonaceae,Duguetia magnolioidea,EN,1
Annonaceae,Duguetia microphylla,EN,0
Annonaceae,Duguetia pohliana,EN,0
Annonaceae,Duguetia restingae,CR,1
Annonaceae,Duguetia rotundifolia,VU,0
Annonaceae,Duguetia scottmorii,EN,1
Annonaceae,Duguetia sooretamae,EN,1
Annonaceae,Duguetia subcordata,EN,0
Annonaceae,Guatteria attenuata,CR,0
Annonaceae,Guatteria hispida,EN,0
Annonaceae,Guatteria latifolia,EN,0
Annonaceae,Guatteria stenocarpa,EN,0
Annonaceae,Hornschuchia alba,CR,1
Annonaceae,Hornschuchia cauliflora,EN,1
Annonaceae,Hornschuchia leptandra,EN,0
Annonaceae,Hornschuchia lianarum,EN,0
Annonaceae,Hornschuchia myrtillus,VU,0
Annonaceae,Hornschuchia obliqua,EN,1
Annonaceae,Hornschuchia santosii,EN,0
Annonaceae,Oxandra unibracteata,CR,0
Annonaceae,Pseudoxandra bahiensis,VU,0
Annonaceae,Pseudoxandra spiritus-sancti,EN,0
Annonaceae,Trigynaea axilliflora,EN,1
Annonaceae,Trigynaea oblongifolia,EN,1
Annonaceae,Unonopsis aurantiaca,EN,0
Annonaceae,Unonopsis bauxitae,CR,0
Annonaceae,Unonopsis riedeliana,EN,1
Annonaceae,Unonopsis sanctae-teresae,CR,0
Annonaceae,Xylopia atlantica,EN,0
Annonaceae,Xylopia brasiliensis,VU,0
Annonaceae,Xylopia decorticans,EN,0
Annonaceae,Xylopia involucrata,VU,0
Annonaceae,Xylopia trichostemon,VU,0
Apiaceae,Eryngium corallinum,CR,1
Apiaceae,Eryngium divaricatum,EN,1
Apiaceae,Eryngium dorae,CR,1
Apiaceae,Eryngium falcifolium,EN,1
Apiaceae,Eryngium fluminense,VU,0
Apiaceae,Eryngium koehneanum,VU,1
Apiaceae,Eryngium ombrophilum,EN,1
Apiaceae,Eryngium ramboanum,CR,1
Apiaceae,Eryngium scirpinum,EN,1
Apiaceae,Eryngium smithii,EN,1
Apiaceae,Eryngium urbanianum,EN,1
Apiaceae,Eryngium zosterifolium,VU,1
Apiaceae,Klotzschia rhizophylla,EN,1
Apiaceae,Lilaeopsis brasiliensis,VU,1
Apocynaceae,Aspidosperma auriculatum,EN,0
Apocynaceae,Aspidosperma castroanum,EN,0
Apocynaceae,Aspidosperma confertiflorum,EN,0
Apocynaceae,Aspidosperma formosanum,EN,0
Apocynaceae,Aspidosperma huberianum,EN,0
Apocynaceae,Aspidosperma nigricans,EN,0
Apocynaceae,Aspidosperma obscurinervium,EN,0
Apocynaceae,Aspidosperma occidentale,EN,0
Apocynaceae,Aspidosperma oliganthum,EN,0
Apocynaceae,Aspidosperma parvifolium,EN,0
Apocynaceae,Aspidosperma rizzoanum,EN,0
Apocynaceae,Aspidosperma salgadense,EN,0
Apocynaceae,Aspidosperma thomasii,EN,0
Apocynaceae,Ditassa auriflora,CR,1
Apocynaceae,Ditassa cipoensis,EN,1
Apocynaceae,Ditassa cordeiroana,EN,1
Apocynaceae,Ditassa itambensis,EN,1
Apocynaceae,Ditassa laevis,EN,1
Apocynaceae,Ditassa leonii,VU,1
Apocynaceae,Ditassa longisepala,EN,1
Apocynaceae,Ditassa maricaensis,EN,1
Apocynaceae,Ditassa melantha,EN,1
Apocynaceae,Ditassa oberdanii,EN,1
Apocynaceae,Gonolobus dorothyanus,EN,1
Apocynaceae,Gyrostelma bornmuelleri,EN,1
Apocynaceae,Gyrostelma oxypetaloides,EN,1
Apocynaceae,Hemipogon abietoides,CR,1
Apocynaceae,Hemipogon hatschbachii,CR,1
Apocynaceae,Jobinia hatschbachii,EN,1
Apocynaceae,Lacmellea bahiensis,EN,0
Apocynaceae,Lacmellea pauciflora,EN,0
Apocynaceae,Macroditassa marianae,CR,1
Apocynaceae,Malouetia amazonica,EN,0
Apocynaceae,Malouetia gracillima,EN,0
Apocynaceae,Malouetia lata,EN,0
Apocynaceae,Mandevilla crassinoda,EN,0
Apocynaceae,Marsdenia otoniensis,CR,1
Apocynaceae,Marsdenia queirozii,EN,1
Apocynaceae,Matelea bahiensis,EN,1
Apocynaceae,Matelea glaziovii,VU,1
Apocynaceae,Matelea hatschbachii,EN,1
Apocynaceae,Matelea marcoassisii,VU,1
Apocynaceae,Metastelma giuliettianum,EN,1
Apocynaceae,Metastelma harleyi,EN,1
Apocynaceae,Minaria bifurcata,CR,1
Apocynaceae,Minaria diamantinensis,CR,1
Apocynaceae,Minaria grazielae,EN,1
Apocynaceae,Minaria harleyi,EN,1
Apocynaceae,Minaria hemipogonoides,CR,1
Apocynaceae,Minaria magisteriana,EN,1
Apocynaceae,Minaria monocoronata,CR,1
Apocynaceae,Minaria polygaloides,EN,1
Apocynaceae,Minaria refractifolia,VU,1
Apocynaceae,Minaria semirii,EN,1
Apocynaceae,Minaria volubilis,EN,1
Apocynaceae,Monsanima morrenioides,CR,1
Apocynaceae,Monsanima tinguaensis,VU,0
Apocynaceae,Morilloa furlanii,EN,1
Apocynaceae,Morilloa piranii,CR,1
Apocynaceae,Mucoa duckei,EN,0
Apocynaceae,Orthosia arenosa,EN,0
Apocynaceae,Oxypetalum cordifolium subsp. mexiae,CR,1
Apocynaceae,Oxypetalum costae,CR,0
Apocynaceae,Oxypetalum dusenii,EN,1
Apocynaceae,Oxypetalum ekblomii,EN,1
Apocynaceae,Oxypetalum glaziovii,EN,1
Apocynaceae,Oxypetalum leonii,EN,1
Apocynaceae,Oxypetalum schottii,EN,0
Apocynaceae,Parahancornia krukovii,EN,0
Apocynaceae,Prestonia solanifolia,EN,1
Apocynaceae,Rauvolfia capixabae,EN,0
Apocynaceae,Spongiosperma longilobum,EN,0
Apocynaceae,Tabernaemontana cumata,EN,1
Aptandraceae,Cathedra paraensis,EN,0
Aquifoliaceae,Ilex auricula,EN,1
Aquifoliaceae,Ilex diuretica,VU,0
Aquifoliaceae,Ilex euryaeformis,EN,0
Aquifoliaceae,Ilex loranthoides,VU,1
Aquifoliaceae,Ilex prostrata,CR,1
Aquifoliaceae,Ilex sapiiformis,CR (PEX),0
Aquifoliaceae,Ilex schwackeana,VU,0
Araceae,Anthurium augustinum,EN,0
Araceae,Anthurium binotii,EN,0
Araceae,Anthurium bragae,EN,0
Araceae,Anthurium cronembergerae,EN,0
Araceae,Anthurium jureianum,VU,1
Araceae,Anthurium langsdorffii,EN,1
Araceae,Anthurium laucheanum,EN,0
Araceae,Anthurium lhotzkyanum,VU,0
Araceae,Anthurium lucidum,CR,1
Araceae,Anthurium luschnathianum,EN,1
Araceae,Anthurium radicans,VU,1
Araceae,Anthurium sakuraguianum,CR,0
Araceae,Anthurium simonii,EN,0
Araceae,Anthurium xanthophylloides,VU,1
Araceae,Heteropsis flexuosa,VU,1
Araceae,Philodendron alternans,EN,0
Araceae,Philodendron fragile,EN,1
Araceae,Philodendron luisae,CR,0
Araceae,Philodendron nadruzianum,EN,0
Araceae,Philodendron spiritus-sancti,EN,1
Araliaceae,Aralia bahiana,EN,0
Araliaceae,Dendropanax amorimii,EN,0
Araliaceae,Dendropanax denticulatus,EN,0
Araliaceae,Dendropanax geniculatus,CR,0
Araliaceae,Dendropanax heterophyllus,CR,0
Araliaceae,Dendropanax langsdorfii,VU,0
Araliaceae,Dendropanax nebulosus,EN,0
Araliaceae,Dendropanax trilobus,CR,0
Araliaceae,Didymopanax acuminatus,EN,1
Araliaceae,Didymopanax auratus,EN,1
Araliaceae,Didymopanax capixabus,CR,0
Araliaceae,Didymopanax gardneri,EN,1
Araliaceae,Didymopanax glaziovii,EN,1
Araliaceae,Didymopanax grandigemmus,CR,0
Araliaceae,Didymopanax kollmannii,EN,0
Araliaceae,Didymopanax plurifolius,VU,0
Araliaceae,Didymopanax racemiferus,CR,0
Araliaceae,Didymopanax ruschianus,CR,0
Araliaceae,Didymopanax villosissimus,EN,0
Araliaceae,Hydrocotyle bradei,CR,0
Araliaceae,Hydrocotyle langsdorffii,EN,1
Araliaceae,Hydrocotyle ulei,EN,0
Araliaceae,Sciodaphyllum sprucei,EN,1
Araucariaceae,Araucaria angustifolia,EN,1
Arecaceae,Acrocomia emensis,VU,1
Arecaceae,Allagoptera brevicalyx,VU,1
Arecaceae,Attalea barreirensis,VU,1
Arecaceae,Bactris timbuiensis,EN,1
Arecaceae,Butia capitata,VU,1
Arecaceae,Butia eriospatha,VU,1
Arecaceae,Butia exilata,CR,0
Arecaceae,Butia leptospatha,CR,1
Arecaceae,Butia microspadix,VU,1
Arecaceae,Butia purpurascens,EN,1
Arecaceae,Butia yatay,VU,1
Arecaceae,Euterpe edulis,VU,1
Arecaceae,Syagrus glaucescens,VU,1
Arecaceae,Syagrus macrocarpa,EN,1
Arecaceae,Syagrus mendanhensis,CR,1
Arecaceae,Syagrus picrophylla,VU,1
Arecaceae,Syagrus ruschiana,VU,1
Arecaceae,Syagrus weddelliana,EN,0
Arecaceae,Trithrinax acanthocoma,VU,0
Aristolochiaceae,Aristolochia hypoglauca,EN,1
Aristolochiaceae,Aristolochia odora,VU,1
Aristolochiaceae,Aristolochia raja,EN,0
Arnelliaceae,Gongylanthus liebmannianus,EN,1
Arnelliaceae,Southbya organensis,CR,1
Aspleniaceae,Asplenium beckeri,CR,1
Aspleniaceae,Asplenium bradeanum,EN,1
Aspleniaceae,Asplenium cariocanum,EN,0
Aspleniaceae,Asplenium castaneum,EN,1
Aspleniaceae,Asplenium schwackei,CR,1
Aspleniaceae,Asplenium trindadense,CR,1
Asteraceae,Achyrocline eriodes,VU,1
Asteraceae,Acmella pusilla,EN,1
Asteraceae,Acritopappus buiquensis,CR,0
Asteraceae,Acritopappus catolesensis,EN,1
Asteraceae,Acritopappus connatifolius,EN,1
Asteraceae,Acritopappus harleyi,CR,0
Asteraceae,Acritopappus irwinii,VU,1
Asteraceae,Acritopappus pereirae,CR,0
Asteraceae,Acritopappus pintoi,EN,1
Asteraceae,Acritopappus prunifolius,VU,0
Asteraceae,Acritopappus subtomentosus,CR,0
Asteraceae,Acritopappus teixeirae,VU,0
Asteraceae,Agrianthus almasensis,EN,1
Asteraceae,Agrianthus giuliettiae,EN,1
Asteraceae,Aldama corumbensis,EN,1
Asteraceae,Aldama filifolia,EN,1
Asteraceae,Aldama goyazii,VU,1
Asteraceae,Aldama linearifolia,CR,1
Asteraceae,Aldama paranensis,CR,1
Asteraceae,Aldama vernonioides,EN,1
Asteraceae,Anteremanthus hatschbachii,EN,1
Asteraceae,Anteremanthus piranii,EN,0
Asteraceae,Aspilia almasensis,VU,1
Asteraceae,Aspilia belo-horizontinae,CR,1
Asteraceae,Aspilia caudata,EN,1
Asteraceae,Aspilia cordifolia,EN,1
Asteraceae,Aspilia cylindrocephala,VU,1
Asteraceae,Aspilia diamantinae,EN,1
Asteraceae,Aspilia diffusiflora,VU,1
Asteraceae,Aspilia diniz-cruzeanae,CR,1
Asteraceae,Aspilia eglerii,CR,1
Asteraceae,Aspilia espinhacensis,EN,1
Asteraceae,Aspilia grazielae,EN,1
Asteraceae,Aspilia jugata,CR,1
Asteraceae,Aspilia ovatifolia,CR,1
Asteraceae,Aspilia pereirae,EN,1
Asteraceae,Aspilia prostrata,EN,1
Asteraceae,Aspilia reticulata,VU,1
Asteraceae,Aspilia silphioides,EN,1
Asteraceae,Austrocritonia rosea,EN,0
Asteraceae,Austrocritonia taunayana,EN,0
Asteraceae,Austroeupatorium rosmarinaceum,VU,1
Asteraceae,Baccharis aracatubensis,EN,1
Asteraceae,Baccharis bifrons,EN,0
Asteraceae,Baccharis ciliata,CR,0
Asteraceae,Baccharis concinna,VU,1
Asteraceae,Baccharis elliptica,EN,1
Asteraceae,Baccharis friburgensis,EN,0
Asteraceae,Baccharis hypericifolia,EN,1
Asteraceae,Baccharis lychnophora,VU,1
Asteraceae,Baccharis penningtonii,VU,1
Asteraceae,Baccharis polyphylla,VU,1
Asteraceae,Baccharis pseudoalpestris,VU,1
Asteraceae,Baccharis pseudovaccinioides,CR,0
Asteraceae,Caatinganthus rubropappus,EN,1
Asteraceae,Calea abbreviata,CR,1
Asteraceae,Calea acaulis,VU,1
Asteraceae,Calea brittoniana,CR,1
Asteraceae,Calea gentianoides,VU,1
Asteraceae,Calea heteropappa,EN,1
Asteraceae,Calea kristiniae,EN,1
Asteraceae,Calea wedelioides,EN,0
Asteraceae,Campuloclinium parvulum,VU,1
Asteraceae,Catolesia mentiens,CR,1
Asteraceae,Chaptalia chapadensis,CR,1
Asteraceae,Chaptalia cordifolia,VU,1
Asteraceae,Chaptalia hermogenis,CR,1
Asteraceae,Chionolaena lychnophorioides,VU,1
Asteraceae,Chresta souzae,EN,1
Asteraceae,Chromolaena arrayana,EN,1
Asteraceae,Chromolaena costatipes,EN,1
Asteraceae,Chromolaena rhinanthacea,EN,1
Asteraceae,Chronopappus bifrons,EN,1
Asteraceae,Chrysolaena nicolackii,VU,1
Asteraceae,Cololobus longiangustatus,EN,1
Asteraceae,Cololobus rupestris,EN,1
Asteraceae,Dasyphyllum cryptocephalum,EN,0
Asteraceae,Dasyphyllum leptacanthum,EN,0
Asteraceae,Dendrophorbium catharinense,VU,1
Asteraceae,Dendrophorbium paranense,EN,1
Asteraceae,Dimerostemma annuum,EN,1
Asteraceae,Dimerostemma episcopale,EN,1
Asteraceae,Dimerostemma grazielae,VU,1
Asteraceae,Dimerostemma myrtifolium,EN,1
Asteraceae,Disynaphia ericoides,EN,1
Asteraceae,Disynaphia praeficta,EN,1
Asteraceae,Disynaphia variolata,EN,1
Asteraceae,Echinocoryne echinocephala,EN,1
Asteraceae,Eremanthus arboreus,CR,0
Asteraceae,Eremanthus argenteus,EN,1
Asteraceae,Eremanthus auriculatus,VU,0
Asteraceae,Eremanthus brevifolius,CR,0
Asteraceae,Eremanthus ovatifolius,CR,0
Asteraceae,Eremanthus praetermissus,VU,0
Asteraceae,Eremanthus reticulatus,EN,1
Asteraceae,Eremanthus syncephalus,EN,1
Asteraceae,Eremanthus veadeiroensis,EN,0
Asteraceae,Fulcaldea stuessyi,CR,0
Asteraceae,Graphistylis cuneifolia,CR,0
Asteraceae,Heterocoma albida,CR,1
Asteraceae,Heterocoma ekmaniana,EN,0
Asteraceae,Heterocoma erecta,EN,0
Asteraceae,Heterocoma lanuginosa,EN,0
Asteraceae,Heterocondylus lysimachioides,VU,1
Asteraceae,Hoehnephytum almasense,EN,1
Asteraceae,Holocheilus hieracioides,EN,1
Asteraceae,Holocheilus monocephalus,EN,1
Asteraceae,Hololepis hatschbachii,CR,0
Asteraceae,Hysterionica pinnatiloba,EN,1
Asteraceae,Hysterionica pinnatisecta,CR,1
Asteraceae,Ianthopappus corymbosus,CR,1
Asteraceae,Ichthyothere elliptica,EN,1
Asteraceae,Lepidaploa almasensis,CR,1
Asteraceae,Lepidaploa araujoa,CR,0
Asteraceae,Lepidaploa gnaphalioides,EN,1
Asteraceae,Lepidaploa obtusifolia,EN,0
Asteraceae,Lepidaploa persicifolia,VU,0
Asteraceae,Lepidaploa pseudaurea,EN,1
Asteraceae,Lepidaploa spixiana,EN,1
Asteraceae,Leptostelma catharinense,EN,1
Asteraceae,Lessingianthus adenophyllus,EN,1
Asteraceae,Lessingianthus asteriflorus,EN,1
Asteraceae,Lessingianthus constrictus,CR,1
Asteraceae,Lessingianthus eitenii,EN,1
Asteraceae,Lessingianthus exiguus,VU,1
Asteraceae,Lessingianthus glaziovianus,EN,0
Asteraceae,Lessingianthus irwinii,VU,1
Asteraceae,Lessingianthus pumillus,VU,1
Asteraceae,Lessingianthus reitzianus,VU,1
Asteraceae,Lessingianthus rosmarinifolius,EN,1
Asteraceae,Lessingianthus souzae,EN,1
Asteraceae,Lessingianthus stoechas,VU,1
Asteraceae,Lessingianthus subcarduoides,EN,1
Asteraceae,Lessingianthus venosissimus,EN,1
Asteraceae,Lessingianthus westermanii,EN,1
Asteraceae,Lessingianthus zuccarinianus,VU,1
Asteraceae,Lomatozona artemisiifolia,EN,1
Asteraceae,Lulia nervosa,EN,1
Asteraceae,Lychnocephalus humillimus,CR,1
Asteraceae,Lychnocephalus mellobarretoi,EN,1
Asteraceae,Lychnocephalus sellovii,EN,1
Asteraceae,Lychnocephalus tomentosus,VU,1
Asteraceae,Lychnophora albertinioides,CR,1
Asteraceae,Lychnophora brunioides,CR,1
Asteraceae,Lychnophora candelabrum,VU,1
Asteraceae,Lychnophora crispa,EN,1
Asteraceae,Lychnophora damazioi,EN,1
Asteraceae,Lychnophora diamantinana,EN,1
Asteraceae,Lychnophora gardneri,VU,1
Asteraceae,Lychnophora hatschbachii,EN,1
Asteraceae,Lychnophora martiana,EN,1
Asteraceae,Lychnophora pohlii,VU,1
Asteraceae,Lychnophora ramosissima,VU,1
Asteraceae,Lychnophora rosmarinifolia,VU,1
Asteraceae,Lychnophora rupestris,EN,0
Asteraceae,Lychnophora souzae,CR,1
Asteraceae,Lychnophora staavioides,EN,0
Asteraceae,Lychnophora villosissima,VU,1
Asteraceae,Lychnophorella leucodendron,EN,1
Asteraceae,Lychnophorella regis,EN,1
Asteraceae,Lychnophorella santosii,EN,1
Asteraceae,Lychnophorella sericea,CR,1
Asteraceae,Macropodina bradei,EN,0
Asteraceae,Maschalostachys markgrafii,EN,0
Asteraceae,Maschalostachys mellosilvae,EN,0
Asteraceae,Mikania additicia,EN,1
Asteraceae,Mikania alvimii,EN,1
Asteraceae,Mikania anethifolia,EN,1
Asteraceae,Mikania argyreiae,VU,1
Asteraceae,Mikania cabrerae,EN,0
Asteraceae,Mikania campos-portoana,EN,0
Asteraceae,Mikania cipoensis,EN,1
Asteraceae,Mikania clematidifolia,VU,1
Asteraceae,Mikania dusenii,CR,1
Asteraceae,Mikania firmula,VU,1
Asteraceae,Mikania glabra,EN,1
Asteraceae,Mikania glauca,EN,1
Asteraceae,Mikania hartbergii,EN,1
Asteraceae,Mikania hastato-cordata,VU,1
Asteraceae,Mikania hastifolia,EN,0
Asteraceae,Mikania itambana,EN,1
Asteraceae,Mikania neurocaula,EN,1
Asteraceae,Mikania oreophila,EN,1
Asteraceae,Mikania pinnatiloba,EN,1
Asteraceae,Mikania premnifolia,EN,1
Asteraceae,Mikania pteropoda,EN,0
Asteraceae,Mikania variifolia,EN,1
Asteraceae,Mikania vauthieriana,EN,0
Asteraceae,Mikania viminea,EN,1
Asteraceae,Mikania warmingii,EN,1
Asteraceae,Minasia alpestris,EN,1
Asteraceae,Minasia pereirae,EN,1
Asteraceae,Minasia scapigera,EN,1
Asteraceae,Monogereion carajensis,CR,1
Asteraceae,Moquiniastrum argyreum,EN,1
Asteraceae,Moquiniastrum cordatum,EN,1
Asteraceae,Moquiniastrum hatschbachii,VU,1
Asteraceae,Moquiniastrum mollissimum,CR,1
Asteraceae,Moquiniastrum ramboi,VU,1
Asteraceae,Moquiniastrum sordidum,VU,1
Asteraceae,Neocabreria malachophylla,VU,1
Asteraceae,Noticastrum hatschbachii,EN,1
Asteraceae,Noticastrum malmei,EN,1
Asteraceae,Noticastrum psammophilum,EN,1
Asteraceae,Ophryosporus organensis,CR,0
Asteraceae,Pamphalea araucariophila,EN,1
Asteraceae,Pamphalea cardaminifolia,EN,1
Asteraceae,Pamphalea maxima,CR,1
Asteraceae,Pamphalea ramboi,CR,1
Asteraceae,Pamphalea smithii,EN,1
Asteraceae,Paralychnophora atkinsiae,CR,1
Asteraceae,Paralychnophora bicolor,VU,1
Asteraceae,Paralychnophora harleyi,VU,1
Asteraceae,Paralychnophora patriciana,EN,1
Asteraceae,Perezia eryngioides,EN,1
Asteraceae,Perezia multiflora,EN,1
Asteraceae,Picrosia cabreriana,CR,1
Asteraceae,Piptocarpha longipedunculata,EN,0
Asteraceae,Piptocarpha robusta,EN,1
Asteraceae,Piptocarpha verticillata,EN,0
Asteraceae,Piptolepis buxoides,EN,1
Asteraceae,Piptolepis imbricata,CR,1
Asteraceae,Piptolepis leptospermoides,CR,1
Asteraceae,Porophyllum bahiense,VU,1
Asteraceae,Proteopsis argentea,VU,1
Asteraceae,Richterago angustifolia,EN,1
Asteraceae,Richterago arenaria,VU,1
Asteraceae,Richterago campestris,EN,1
Asteraceae,Richterago caulescens,CR,1
Asteraceae,Richterago conduplicata,EN,1
Asteraceae,Richterago elegans,VU,1
Asteraceae,Richterago hatschbachii,EN,1
Asteraceae,Richterago lanata,EN,1
Asteraceae,Richterago petiolata,EN,1
Asteraceae,Richterago polyphylla,EN,1
Asteraceae,Richterago riparia,VU,1
Asteraceae,Richterago stenophylla,EN,1
Asteraceae,Richterago suffrutescens,CR,1
Asteraceae,Schlechtendalia luzulifolia,EN,1
Asteraceae,Senecio almasensis,CR,1
Asteraceae,Senecio arctiifolius,EN,0
Asteraceae,Senecio caparaoensis,EN,1
Asteraceae,Senecio gertii,EN,1
Asteraceae,Senecio graciellae,EN,1
Asteraceae,Senecio hatschbachii,EN,1
Asteraceae,Senecio heteroschizus,EN,1
Asteraceae,Senecio langei,VU,1
Asteraceae,Senecio promatensis,CR,1
Asteraceae,Senecio ramboanus,EN,1
Asteraceae,Senecio ramentaceus,VU,0
Asteraceae,Senecio riograndensis,EN,1
Asteraceae,Smallanthus araucariophilus,CR,1
Asteraceae,Smallanthus riograndensis,EN,1
Asteraceae,Stevia catharinensis,EN,1
Asteraceae,Stevia hilarii,CR,1
Asteraceae,Stevia leptophylla,EN,1
Asteraceae,Stevia organensis,EN,0
Asteraceae,Stevia riedelli,EN,1
Asteraceae,Stevia selloi,VU,1
Asteraceae,Steyermarkina dispalata,VU,1
Asteraceae,Stifftia fruticosa,VU,1
Asteraceae,Stilpnopappus semirianus,EN,1
Asteraceae,Stilpnopappus suffruticosus,CR,1
Asteraceae,Stomatanthes loefgrenii,CR,1
Asteraceae,Strophopappus bicolor,EN,1
Asteraceae,Strophopappus ferrugineus,EN,1
Asteraceae,Stylotrichium corymbosum,EN,1
Asteraceae,Stylotrichium edmundoi,EN,1
Asteraceae,Stylotrichium glomeratum,CR,1
Asteraceae,Stylotrichium sucrei,EN,1
Asteraceae,Symphyopappus uncinatus,EN,1
Asteraceae,Trichocline linearifolia,VU,1
Asteraceae,Trichogoniopsis podocarpa,EN,0
Asteraceae,Trixis glaziovii,VU,1
Asteraceae,Trixis pallida,CR,1
Asteraceae,Vernonanthura fagifolia,VU,1
Asteraceae,Vernonanthura spathulata,CR,0
Asteraceae,Vickia rotundifolia,VU,1
Asteraceae,Wedelia macedoi,CR,1
Asteraceae,Wunderlichia azulensis,VU,1
Asteraceae,Wunderlichia insignis,EN,0
Asteraceae,Wunderlichia senae,EN,1
Begoniaceae,Begonia albidula,EN,1
Begoniaceae,Begonia altamiroi,EN,1
Begoniaceae,Begonia apparicioi,EN,1
Begoniaceae,Begonia bahiensis,EN,1
Begoniaceae,Begonia besleriifolia,EN,1
Begoniaceae,Begonia bonitoensis,CR,0
Begoniaceae,Begonia coccinea,EN,1
